comments;description;duration;event;main_speaker;occupation;title
129;When Eric Dishman was in college, doctors told him he had 2 to 3 years to live. That was a long time ago. Now, Dishman puts his experience and his expertise as a medical tech specialist together to suggest a bold idea for reinventing health care -- by putting the patient at the center of a treatment team.;959;TED@Intel;Eric Dishman;Social scientist;Health care should be a team sport
210;In 1812, four men at Cambridge University met for breakfast. What began as an impassioned meal grew into a new scientific revolution, in which these men -- who called themselves вЂњnatural philosophersвЂќ until they later coined вЂњscientistвЂќ -- introduced four major principles into scientific inquiry. Historian and philosopher Laura Snyder tells their intriguing story.;754;TEDGlobal 2012;Laura Snyder;Science historian;The Philosophical Breakfast Club
167;It's 2013, yet 2.5 billion people in the world have no access to a basic sanitary toilet. And when there's no loo, where do you poo? In the street, probably near your water and food sources -- causing untold death and disease from contamination. Get ready for a blunt, funny, powerful talk from journalist Rose George about a once-unmentionable problem.;841;TED2013;Rose George;Curious journalist;Let's talk crap. Seriously.
264;"Today, thanks to better early detection, there are 63% fewer deaths from heart disease than there were just a few decades ago. Thomas Insel, the director of the National Institute of Mental Health, wonders: Could we do the same for depression and schizophrenia? The first step in this new avenue of research, he says, is a crucial reframing: for us to stop thinking about ""mental disorders"" and start understanding them as ""brain disorders.""";783;TEDxCaltech;Thomas Insel;Neuroscientist and psychiatrist;Toward a new understanding of mental illness
225;When Joshua Prager was 19, a devastating bus accident left him a hemiplegic. He returned to Israel twenty years later to find the driver who turned his world upside down. In this mesmerizing tale of their meeting, Prager probes deep questions of nature, nurture, self-deception and identity.;1110;TED2013;Joshua Prager;Journalist;In search of the man who broke my neck
282;Deep brain stimulation is becoming very precise. This technique allows surgeons to place electrodes in almost any area of the brain, and turn them up or down -- like a radio dial or thermostat -- to correct dysfunction. Andres Lozano offers a dramatic look at emerging techniques, in which a woman with Parkinson's instantly stops shaking and brain areas eroded by Alzheimer's are brought back to life.;934;TEDxCaltech;Andres Lozano;Neurosurgeon;Parkinson's, depression and the switch that might turn them off
219;Remember the days you struggled just to make a yo-yo spin, and if you were really fancy, to вЂњwalk the dogвЂќ? You ainвЂ™t seen nothinвЂ™ yet. Japanese yo-yo world champion BLACK tells the inspiring story of finding his life's passion, and gives an awesome performance that will make you want to pull your yo-yo back out of the closet.;628;TED2013;BLACK;Yo-yo champion;My journey to yo-yo mastery
388;Does texting mean the death of good writing skills? John McWhorter posits that thereвЂ™s much more to texting -- linguistically, culturally -- than it seems, and itвЂ™s all good news.;828;TED2013;John McWhorter;Linguist;Txtng is killing language. JK!!!
200;The US economy has been expanding wildly for two centuries. Are we witnessing the end of growth? Economist Robert Gordon lays out 4 reasons US growth may be slowing, detailing factors like epidemic debt and growing inequality, which could move the US into a period of stasis we can't innovate our way out of. Be sure to watch the opposing viewpoint from Erik Brynjolfsson.;734;TED2013;Robert Gordon;Economist;The death of innovation, the end of growth
235;As machines take on more jobs, many find themselves out of work or with raises indefinitely postponed. Is this the end of growth? No, says Erik Brynjolfsson -- itвЂ™s simply the growing pains of a radically reorganized economy. A riveting case for why big innovations are ahead of us вЂ¦ if we think of computers as our teammates. Be sure to watch the opposing viewpoint from Robert Gordon.;716;TED2013;Erik Brynjolfsson;Innovation researcher;The key to growth? Race with the machines
126;What color is a mirror? How much does a video weigh? Michael Stevens, creator of the popular educational YouTube channel Vsauce, spends his day asking quirky questions like these. In this talk he shows how asking the right -- seemingly silly -- questions can make incredibly effective lessons.;441;TED-Ed;Michael Stevens;YouTube educator;How much does a video weigh?
159;When we drive, we get into a glass bubble, lock the doors and press the accelerator, relying on our eyes to guide us -- even though we can only see the few cars ahead of and behind us. But what if cars could share data with each other about their position and velocity, and use predictive models to calculate the safest routes for everyone on the road? Jennifer Healey imagines a world without car accidents. ;540;TED@Intel;Jennifer Healey;Research scientist;If cars could talk, accidents might be avoidable
323;Tech columnist David Pogue shares 10 simple, clever tips for computer, web, smartphone and camera users. And yes, you may know a few of these already -- but there's probably at least one you don't.;344;TED2013;David Pogue;Technology columnist;10 top time-saving tech tips
194;"Nilofer Merchant suggests a small idea that just might have a big impact on your life and health: Next time you have a one-on-one meeting, make it into a ""walking meeting"" -- and let ideas flow while you walk and talk.";208;TED2013;Nilofer Merchant;Corporate director, author;Got a meeting? Take a walk
473;Taylor Wilson was 14 when he built a nuclear fusion reactor in his parents' garage. Now 19, he returns to the TED stage to present a new take on an old topic: fission. Wilson, who has won backing to create a company to realize his vision, explains why he's so excited about his innovative design for small modular fission reactors -- and why it could be the next big step in solving the global energy crisis.;773;TED2013;Taylor Wilson;Nuclear scientist;My radical plan for small nuclear fission reactors
126;Economics PhD SebastiГЈo Salgado only took up photography in his 30s, but the discipline became an obsession. His years-long projects beautifully capture the human side of a global story that all too often involves death, destruction or decay. Here, he tells a deeply personal story of the craft that nearly killed him, and shows breathtaking images from his latest work, Genesis, which documents the world's forgotten people and places.;1013;TED2013;SebastiГЈo Salgado;Photojournalist;The silent drama of photography
146;What if Andy Warhol had it wrong, and instead of being famous for 15 minutes, weвЂ™re only anonymous for that long? In this short talk, Juan Enriquez looks at the surprisingly permanent effects of digital sharing on our personal privacy. He shares insight from the ancient Greeks to help us deal with our new вЂњdigital tattoos.вЂќ;357;TED2013;Juan Enriquez;Futurist;Your online life, permanent as a tattoo
632;"Rita Pierson, a teacher for 40 years, once heard a colleague say, ""They don't pay me to like the kids."" Her response: ""Kids don't learn from people they don't like.'"" A rousing call to educators to believe in their students and actually connect with them on a real, human, personal level.";468;TED Talks Education;Rita Pierson;Educator;Every kid needs a champion
148;In this well-argued talk, Timothy Bartik makes the macro-economic case for preschool education -- and explains why you should be happy to invest in it, even if you don't have kids that age (or kids at all). The economic benefits of well-educated kids, it turns out, go well beyond the altruistic.;945;TEDxMiamiUniversity;Timothy Bartik;Economist;The economic case for preschool
440;For foreigners, learning to speak Chinese is a hard task. But learning to read the beautiful, often complex characters of the Chinese written language may be less difficult. ShaoLan walks through a simple lesson in recognizing the ideas behind the characters and their meaning -- building from a few simple forms to more complex concepts. Call it Chineasy.;370;TED2013;ShaoLan;Technologist, entrepreneur;Learn to read Chinese ... with ease!
405;"Until recently, many teachers only got one word of feedback a year: ""satisfactory."" And with no feedback, no coaching, there's just no way to improve. Bill Gates suggests that even great teachers can get better with smart feedback -- and lays out a program from his foundation to bring it to every classroom.";624;TED Talks Education;Bill Gates;Philanthropist;Teachers need real feedback
149;"It took a life-threatening condition to jolt chemistry teacher Ramsey Musallam out of ten years of ""pseudo-teaching"" to understand the true role of the educator: to cultivate curiosity. In a fun and personal talk, Musallam gives 3 rules to spark imagination and learning, and get students excited about how the world works.";389;TED Talks Education;Ramsey Musallam;Educator;3 rules to spark learning
120;Pearl Arredondo grew up in East Los Angeles, the daughter of a high-ranking gang member who was in and out of jail. Many teachers wrote her off as having a problem with authority. Now a teacher herself, she's creating a different kind of school and telling students her story so that they know it's okay if sometimes homework isn't the first thing on their minds.;483;TED Talks Education;Pearl Arredondo;Teacher;My story, from gangland daughter to star teacher
62;"Young poet, educator and activist Malcolm London performs his stirring poem about life on the front lines of high school. He tells of the ""oceans of adolescence"" who come to school ""but never learn to swim,"" of ""masculinity mimicked by men who grew up with no fathers."" Beautiful, lyrical, chilling.";180;TED Talks Education;Malcolm London;Poet, performer, activist;"""High School Training Ground"""
321;Why, why, why does our education system look so similar to the way it did 50 years ago? Millions of students were failing then, as they are now -- and itвЂ™s because weвЂ™re clinging to a business model that clearly doesnвЂ™t work. Education advocate Geoffrey Canada dares the system to look at the data, think about the customers and make systematic shifts in order to help greater numbers of kids excel. ;1027;TED Talks Education;Geoffrey Canada;Education reformer;Our failing schools. Enough is enough!
659;"Leaving a high-flying job in consulting, Angela Lee Duckworth took a job teaching math to seventh graders in a New York public school. She quickly realized that IQ wasn't the only thing separating the successful students from those who struggled. Here, she explains her theory of ""grit"" as a predictor of success.";372;TED Talks Education;Angela Lee Duckworth;Psychologist;Grit: The power of passion and perseverance
634;"Sir Ken Robinson outlines 3 principles crucial for the human mind to flourish -- and how current education culture works against them. In a funny, stirring talk he tells us how to get out of the educational ""death valley"" we now face, and how to nurture our youngest generations with a climate of possibility.";1151;TED Talks Education;Ken Robinson;Author/educator;How to escape education's death valley
937;Clinical psychologist Meg Jay has a bold message for twentysomethings: Contrary to popular belief, your 20s are not a throwaway decade. In this provocative talk, Jay says that just because marriage, work and kids are happening later in life, doesnвЂ™t mean you canвЂ™t start planning now. She gives 3 pieces of advice for how twentysomethings can re-claim adulthood in the defining decade of their lives.;889;TED2013;Meg Jay;Clinical psychologist;Why 30 is not the new 20
128;In our digital world, social relations have become mediated by data. Without even realizing it, we're barricading ourselves against strangeness -- people and ideas that don't fit the patterns of who we already know, what we already like and where we've already been. Maria Bezaitis makes a bold call for technology to deliver us to what and who we need, even if it's unfamiliar and strange.;480;TED@Intel;Maria Bezaitis;Computer engineer;Why we need strangeness
97;"Can a person disappear in plain sight? That's the question Liu Bolin's remarkable work seems to ask. The Beijing-based artist is sometimes called ""The Invisible Man"" because in nearly all his art, Bolin is front and center вЂ” and completely unseen. He aims to draw attention to social and political issues by dissolving into the background.";466;TED2013;Liu Bolin;Artist;The invisible man
145;Why can't two slices of pizza be used as a slide clicker? Why shouldn't you make music with ketchup? In this charming talk, inventor Jay Silver talks about the urge to play with the world around you. He shares some of his messiest inventions, and demos MaKey MaKey, a kit for hacking everyday objects.;795;TEDSalon NY2013;Jay Silver;Inventor;Hack a banana, make a keyboard!
339;It's not a demo, more of a philosophical argument: Why did Sergey Brin and his team at Google want to build an eye-mounted camera/computer, codenamed Glass? Onstage at TED2013, Brin calls for a new way of seeing our relationship with our mobile computers -- not hunched over a screen but meeting the world heads-up.;435;TED2013;Sergey Brin;Computer scientist, entrepreneur and philanthropist;Why Google Glass?
475;If you're lucky enough to live without want, it's a natural impulse to be altruistic to others. But, asks philosopher Peter Singer, what's the most effective way to give? He talks through some surprising thought experiments to help you balance emotion and practicality -- and make the biggest impact with whatever you can share. NOTE: Starting at 0:30, this talk contains 30 seconds of graphic footage.;1039;TED2013;Peter Singer;Philosopher, ethicist;The why and how of effective altruism
172;In art school, Phil Hansen developed an unruly tremor in his hand that kept him from creating the pointillist drawings he loved. Hansen was devastated, floating without a sense of purpose. Until a neurologist made a simple suggestion: embrace this limitation ... and transcend it.;601;TED2013;Phil Hansen;Multimedia artist;Embrace the shake
239;Thinking about death is frightening, but planning ahead is practical and leaves more room for peace of mind in our final days. In a solemn, thoughtful talk, Judy MacDonald Johnston shares 5 practices for planning for a good end of life. ;363;TED2013;Judy MacDonald Johnston;Entrepreneur;Prepare for a good end of life
180;Designer Alastair Parvin presents a simple but provocative idea: what if, instead of architects creating buildings for those who can afford to commission them, regular citizens could design and build their own houses? The concept is at the heart of WikiHouse, an open source construction kit that means just about anyone can build a house, anywhere.;791;TED2013;Alastair Parvin;Designer;Architecture for the people by the people
276;In her quest to become a world-famous violinist, Ji-Hae Park fell into a severe depression. Only music was able to lift her out again -- showing her that her goal neednвЂ™t be to play lofty concert halls, but instead to bring the wonder of the instrument to as many people as possible.;761;TED2013;Ji-Hae Park;Violinist;The violin, and my dark night of the soul
118;"When the Museum of Modern Art's senior curator of architecture and design announced the acquisition of 14 video games in 2012, ""all hell broke loose."" In this far-ranging, entertaining, and deeply insightful talk, Paola Antonelli explains why she's delighted to challenge preconceived ideas about art and galleries, and describes her burning wish to help establish a broader understanding of design.";1122;TEDSalon NY2013;Paola Antonelli;Design curator;Why I brought Pac-Man to MoMA
921;"Domestic violence and sexual abuse are often called ""women's issues."" But in this bold, blunt talk, Jackson Katz points out that these are intrinsically men's issues -- and shows how these violent behaviors are tied to definitions of manhood. A clarion call for us all -- women and men -- to call out unacceptable behavior and be leaders of change.";1060;TEDxFiDiWomen;Jackson Katz;Anti-sexism educator;Violence against women -- it's a men's issue
146;ItвЂ™s the dream of kids all around the world to see giant beasts walk the Earth again. Could -- and should -- that dream be realized? Hendrik Poinar talks about the next big thing: the quest to engineer a creature that looks very much like our furry friend, the woolly mammoth. The first step, to sequence the woolly genome, is nearly complete. And itвЂ™s huge. ;622;TEDxDeExtinction;Hendrik Poinar;Evolutionary geneticist;Bring back the woolly mammoth!
404;What happens when a dream you've held since childhood ... doesn't come true? As Lisa Bu adjusted to a new life in the United States, she turned to books to expand her mind and create a new path for herself. She shares her unique approach to reading in this lovely, personal talk about the magic of books.;376;TED2013;Lisa Bu;Passionate reader;How books can open your mind
489;What is it like to raise a child who's different from you in some fundamental way (like a prodigy, or a differently abled kid, or a criminal)? In this quietly moving talk, writer Andrew Solomon shares what he learned from talking to dozens of parents -- asking them: What's the line between unconditional love and unconditional acceptance? ;1407;TEDMED 2013;Andrew Solomon;Writer;Love, no matter what
127;What's a proven way to lower your energy costs? Would you believe: learning what your neighbor pays. Alex Laskey shows how a quirk of human behavior can make us all better, wiser energy users, with lower bills to prove it.;491;TED2013;Alex Laskey;Energy software maker;How behavioral science can lower your energy bill
149;Journalist Anas Aremeyaw Anas has broken dozens of stories of corruption and organized crime all over Ghana -- without ever revealing his identity. In this talk (in which his face remains hidden) Anas shows grisly footage from some of his investigations and demonstrates the importance of facing injustice.;766;TED2013;Anas Aremeyaw Anas;Undercover journalist;How I named, shamed and jailed
103;For 28 years, Denise Herzing has spent five months each summer living with a pod of Atlantic spotted dolphins, following three generations of family relationships and behaviors. It's clear they are communicating with one another -- but is it language? Could humans use it too? She shares a fascinating new experiment to test this idea.;878;TED2013;Denise Herzing;Dolphin researcher;Could we speak the language of dolphins?
110;"Canadian filmmaker Martin Villeneuve talks about ""Mars et Avril,"" the sci-fi spectacular he made with virtually no money over a seven-year stretch. In this charming talk, he explains the various ways he overcame financial and logistical constraints to produce his unique and inventive vision of the future.";655;TED2013;Martin Villeneuve;Graphic artist, director;How I made an impossible film
354;Economist Andrew McAfee suggests that, yes, probably, droids will take our jobs -- or at least the kinds of jobs we know now. In this far-seeing talk, he thinks through what future jobs might look like, and how to educate coming generations to hold them.;855;TED2013;Andrew McAfee;Management theorist;What will future jobs look like?
309;In a robot lab at TEDGlobal, Raffaello D'Andrea demos his flying quadcopters: robots that think like athletes, solving physical problems with algorithms that help them learn. In a series of nifty demos, D'Andrea show drones that play catch, balance and make decisions together -- and watch out for an I-want-this-now demo of Kinect-controlled quads.;968;TEDGlobal 2013;Raffaello D'Andrea;Autonomous systems pioneer;The astounding athletic power of quadcopters
280;"Greece has been the poster child for European economic crisis, but former Prime Minister George Papandreou wonders if it's just a preview of what's to come. вЂњOur democracies,"" he says, ""are trapped by systems that are too big to fail, or more accurately, too big to controlвЂќ -- while ""politicians like me have lost the trust of their peoples."" How to solve it? Have citizens re-engage more directly in a new democratic bargain.";1206;TEDGlobal 2013;George Papandreou;Former Prime Minister of Greece;Imagine a European democracy without borders
154;As a novelist, Daniel Suarez spins dystopian tales of the future. But on the TEDGlobal stage, he talks us through a real-life scenario we all need to know more about: the rise of autonomous robotic weapons of war. Advanced drones, automated weapons and AI-powered intelligence-gathering tools, he suggests, could take the decision to make war out of the hands of humans.;800;TEDGlobal 2013;Daniel Suarez;Sci-fi author;The kill decision shouldn't belong to a robot
339;There's no actual law against women driving in Saudi Arabia. But it's forbidden. Two years ago, Manal al-Sharif decided to encourage women to drive by doing so -- and filming herself for YouTube. Hear her story of what happened next.;856;TEDGlobal 2013;Manal al-Sharif;WomenвЂ™s rights activist;A Saudi woman who dared to drive
161;The 2007-2008 financial crisis, you might think, was an unpredictable one-time crash. But Didier Sornette and his Financial Crisis Observatory have plotted a set of early warning signs for unstable, growing systems, tracking the moment when any bubble is about to pop. (And he's seeing it happen again, right now.);1021;TEDGlobal 2013;Didier Sornette;Risk economist;How we can predict the next financial crisis
114;"Tech communities are booming all over Africa, says Nairobi-based Juliana Rotich, cofounder of the open-source software Ushahidi. But it remains challenging to get and stay connected in a region with frequent blackouts and spotty Internet hookups. So Rotich and friends developed BRCK, offering resilient connectivity for the developing world. 
";573;TEDGlobal 2013;Juliana Rotich;Tech entrepreneur;Meet BRCK, Internet access built for Africa
311;A refugee now living in the US, Joseph Kim tells the story of his life in North Korea during the famine years. He's begun to create a new life -- but he still searches for the family he lost.;1283;TEDGlobal 2013;Joseph Kim;North Korean refugee;The family I lost in North Korea. And the family I gained.
108;"In 1985, architect Paul Pholeros was challenged to ""stop people getting sick"" in a small indigenous community in south Australia. And it meant thinking way beyond medicine. In this sparky, interactive talk, Pholeros shares his work with Healthabitat, which works to reduce poverty through practical design fixes -- in Australia and beyond.";1059;TEDxSydney;Paul Pholeros;Architect;How to reduce poverty? Fix homes
139;Photographer Camille Seaman has been chasing storms for 5 years. In this talk she shows stunning, surreal photos of the heavens in tumult.;206;TED2013;Camille Seaman;Photographer;Photos from a storm chaser
441;When Lesley Hazleton was writing a biography of Muhammad, she was struck by something: The night he received the revelation of the Koran, according to early accounts, his first reaction was doubt, awe, even fear. And yet this experience became the bedrock of his belief. Hazleton calls for a new appreciation of doubt and questioning as the foundation of faith -- and an end to fundamentalism of all kinds.;825;TEDGlobal 2013;Lesley Hazleton;Writer, psychologist;The doubt essential to faith
1000;As a young surgeon, Peter Attia felt contempt for a patient with diabetes. She was overweight, he thought, and thus responsible for the fact that she needed a foot amputation. But years later, Attia received an unpleasant medical surprise that led him to wonder: is our understanding of diabetes right? Could the precursors to diabetes cause obesity, and not the other way around? A look at how assumptions may be leading us to wage the wrong medical war.;958;TEDMED 2013;Peter Attia;Surgeon;Is the obesity crisis hiding a bigger problem?
63;"The New Yorker receives around 1,000 cartoons each week; it only publishes about 17 of them. In this hilarious, fast-paced, and insightful talk, the magazine's longstanding cartoon editor and self-proclaimed ""humor analyst"" Bob Mankoff dissects the comedy within just some of the ""idea drawings"" featured in the magazine, explaining what works, what doesn't, and why.";1259;TEDSalon NY2013;Bob Mankoff;Cartoon editor;Anatomy of a New Yorker cartoon
109;The gastric brooding frog lays its eggs just like any other frog -- then swallows them whole to incubate. That is, it did until it went extinct 30 years ago. Paleontologist Michael Archer makes a case to bring back the gastric brooding frog and the thylacine, commonly known as the Tasmanian tiger.;1056;TEDxDeExtinction;Michael Archer;Paleontologist;How we'll resurrect the gastric brooding frog, the Tasmanian tiger
223;Scaremongers play on the idea that robots will simply replace people on the job. In fact, they can become our essential collaborators, freeing us up to spend time on less mundane and mechanical challenges. Rodney Brooks points out how valuable this could be as the number of working-age adults drops and the number of retirees swells. He introduces us to Baxter, the robot with eyes that move and arms that react to touch, which could work alongside an aging population -- and learn to help them at home, too.;596;TED2013;Rodney Brooks;Roboticist;Why we will rely on robots
1640;It's a standard assumption in the West: As a society progresses, it eventually becomes a capitalist, multi-party democracy. Right? Eric X. Li, a Chinese investor and political scientist, begs to differ. In this provocative, boundary-pushing talk, he asks his audience to consider that there's more than one way to run a successful modern nation.;1237;TEDGlobal 2013;Eric X. Li;Investor and political scientist;A tale of two political systems
85;Collecting global health data is an imperfect science: Workers tramp through villages to knock on doors and ask questions, write the answers on paper forms, then input the data -- and from this messy, gappy information, countries and NGOs need to make huge decisions. Data geek Joel Selanikio talks through the sea change in collecting health data in the past decade -- starting with the PalmPilot and Hotmail, and now moving into the cloud.;978;TEDxAustin;Joel Selanikio;Health and technology activist;The big-data revolution in healthcare
206;The border between our physical world and the digital information surrounding us has been getting thinner and thinner. Designer and engineer Jinha Lee wants to dissolve it altogether. As he demonstrates in this short, gasp-inducing talk, his ideas include a pen that penetrates into a screen to draw 3D models and SpaceTop, a computer desktop prototype that lets you reach through the screen to manipulate digital objects.;307;TED2013;Jinha Lee;Interface designer, engineer;Reach into the computer and grab a pixel
129;All under the age of 16, brothers Jonny, Robbie and Tommy Mizzone are from New Jersey, a US state that's better known for the rock of Bruce Springsteen than the bluegrass of Earl Scruggs. Nonetheless, the siblings began performing bluegrass covers, as well as their own compositions, at a young age. Here, they play three dazzling songs in three different keys, passing the lead back and forth from fiddle to banjo to guitar.;527;TED2013;Sleepy Man Banjo Boys;Bluegrass musicians;Bluegrass virtuosity from ... New Jersey?
258;When the son of the president of a desperately poor country starts buying mansions and sportscars on an official monthly salary of $7,000, Charmian Gooch suggests, corruption is probably somewhere in the picture. In a blistering, eye-opening talk (with several specific examples), she details how global corruption trackers follow the money -- to some surprisingly familiar faces.;867;TEDGlobal 2013;Charmian Gooch;Anti-corruption activist;Meet global corruption's hidden players
308;Building a skyscraper? Forget about steel and concrete, says architect Michael Green, and build it out of вЂ¦ wood. As he details in this intriguing talk, it's not only possible to build safe wooden structures up to 30 stories tall (and, he hopes, higher), it's necessary.;742;TED2013;Michael Green;Architect;Why we should build wooden skyscrapers
130;Apes, dolphins and elephants are animals with remarkable communication skills. Could the internet be expanded to include sentient species like them? A new and developing idea from a panel of four great thinkers -- dolphin researcher Diana Reiss, musician Peter Gabriel, internet of things visionary Neil Gershenfeld and Vint Cerf, one of the fathers of the internet.;1201;TED2013;Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf;Cognitive psychologist;The interspecies internet? An idea in progress
269;Over 85 percent of all pancreatic cancers are diagnosed late, when someone has less than two percent chance of survival. How could this be? Jack Andraka talks about how he developed a promising early detection test for pancreatic cancer that's super cheap, effective and non-invasive -- all before his 16th birthday.;649;TED2013;Jack Andraka;Cancer detector inventor;A promising test for pancreatic cancer ... from a teenager
230;For some reason, says educator Al Vernacchio, the metaphors for talking about sex in the US all come from baseball -- scoring, getting to first base, etc. The problem is, this frames sex as a competition, with a winner and a loser. Instead, he suggests a new metaphor, one that's more about shared pleasure, discussion and agreement, fulfillment and enjoyment. Let's talk about вЂ¦ pizza.;501;TED2012;Al Vernacchio;Sexuality educator;Sex needs a new metaphor. Here's one ...
186;Bernie Krause has been recording wild soundscapes -- the wind in the trees, the chirping of birds, the subtle sounds of insect larvae -- for 45 years. In that time, he has seen many environments radically altered by humans, sometimes even by practices thought to be environmentally safe. A surprising look at what we can learn through nature's symphonies, from the grunting of a sea anemone to the sad calls of a beaver in mourning.;888;TEDGlobal 2013;Bernie Krause;Natural sounds expert;The voice of the natural world
123;You don't need to plan an exotic trip to find creative inspiration. Just look up, says Gavin Pretor-Pinney, founder of the Cloud Appreciation Society. As he shares charming photos of nature's finest aerial architecture, Pretor-Pinney calls for us all to take a step off the digital treadmill, lie back and admire the beauty in the sky above.;654;TEDGlobal 2013;Gavin Pretor-Pinney;Cloudspotter;Cloudy with a chance of joy
239;More and more people worldwide are living in countries not considered their own. Writer Pico Iyer  -- who himself has three or four вЂњoriginsвЂќ -- meditates on the meaning of home, the joy of traveling and the serenity of standing still.;841;TEDGlobal 2013;Pico Iyer;Global author;Where is home?
153;Once it's created, plastic (almost) never dies. While in 12th grade Miranda Wang and Jeanny Yao went in search of a new bacteria to biodegrade plastic -- specifically by breaking down phthalates, a harmful plasticizer. They found an answer surprisingly close to home.;560;TED2013;Miranda Wang and Jeanny Yao;Science fair winners;Two young scientists break down plastics with bacteria
173;In a highly entertaining performance, beatboxer Tom Thum slings beats, comedy and a mouthful of instrumental impersonations into 11 minutes of creativity and fun that will make you smile.;701;TEDxSydney;Tom Thum;Beatboxer;The orchestra in my mouth
630;Philosopher John Searle lays out the case for studying human consciousness -- and systematically shoots down some of the common objections to taking it seriously. As we learn more about the brain processes that cause awareness, accepting that consciousness is a biological phenomenon is an important first step. And no, he says, consciousness is not a massive computer simulation.;899;TEDxCERN;John Searle;Philosopher;Our shared condition -- consciousness
169;"""I love paper, and I love technology,"" says physicist and former sheep herder Kate Stone, who's spent the past decade working to unite the two. Her experiments combine regular paper with conductive inks and tiny circuit boards to offer a unique, magical experience. To date, applications include a newspaper embedded with audio and video, posters that display energy usage in real time, and the extremely nifty paper drumkit and set of DJ decks she demonstrates onstage.";705;TED2013;Kate Stone;Shepherd of electrons;DJ decks made of ... paper
107;"Roberto D'Angelo and Francesca Fedeli thought their baby boy Mario was healthy -- until at 10 days old, they discovered he'd had a perinatal stroke. With Mario unable to control the left side of his body, they grappled with tough questions: Would he be ""normal?вЂќ Could he live a full life? The poignant story of parents facing their fears -- and how they turned them around.";377;TEDGlobal 2013;Roberto D'Angelo + Francesca Fedeli;Parents;In our baby's illness, a life lesson
263;Currency -- the bills and coins you carry in your wallet and in your bank account -- is founded on marketing, on the belief that banks and governments are trustworthy. Now, Paul Kemp-Robertson walks us through a new generation of currency, supported by that same marketing ... but on behalf of a private brand. From Nike Sweat Points to bottles of Tide (which are finding an unexpected use in illegal markets), meet the non-bank future of currencies.;651;TEDGlobal 2013;Paul Kemp-Robertson;Advertising expert;Bitcoin. Sweat. Tide. Meet the future of branded currency.
295;As a young child, Tania Luna left her home in post-Chernobyl Ukraine to take asylum in the US. And one day, on the floor of the New York homeless shelter where she and her family lived, she found a penny. She has never again felt so rich. A meditation on the bittersweet joys of childhood -- and how to hold them in mind.;331;TED@New York;Tania Luna;Surprisologist;How a penny made me feel like a millionaire
121;Designer Bastian Schaefer shows off a speculative design for the future of jet planes, with a skeleton inspired by strong, flexible, natural forms and by the needs of the world's, ahem, growing population. Imagine an airplane that's full of light and space -- and built up from generative parts in a 3D printer.;358;TEDGlobal 2013;Bastian Schaefer;Aircraft engineer;A 3D-printed jumbo jet?
162;"As a young EMT on a Jerusalem ambulance, Eli Beer realized that, stuck in brutal urban traffic, they often arrived too late to help. So he organized a group of volunteer EMTs -- many on foot -- ready to drop everything and dash to save lives in their neighborhood. Today, United Hatzlah uses a smartphone app and a fleet of ""ambucycles"" to help nearby patients until an ambulance arrives. With an average response time of 3 minutes, last year, they treated 207,000 people in Israel. And the idea is going global.";644;TEDMED 2013;Eli Beer;Life saver;The fastest ambulance? A motorcycle
78;Showing spectacular clips from productions such as Frida, The Tempest and The Lion King, director Julie Taymor describes a life spent immersed in theater and the movies. Filmed right as controversy over her Broadway production of Spider-Man: Turn Off the Dark was at its peak, she candidly describes the tensions inherent within her creative process, as she strives both to capture the essence of a story--and produce images and experiences unlike anything else.;1108;TED2011;Julie Taymor;Director, designer;Spider-Man, The Lion King and life on the creative edge
121;During a Formula 1 race, a car sends hundreds of millions of data points to its garage for real-time analysis and feedback. So why not use this detailed and rigorous data system elsewhere, like at children's hospitals? Peter van Manen tells us more.;476;TEDxNijmegen;Peter van Manen;Electronic systems expert;Better baby care -- thanks to Formula 1
177;Frustrated by not being able to sing two notes at the same time, musical inventor Beardyman built a machine to allow him to create loops and layers from just the sounds he makes with his voice. Given that he can effortlessly conjure the sound of everything from crying babies to buzzing flies, not to mention mimic pretty much any musical instrument imaginable, that's a lot of different sounds. Sit back and let the wall of sound of this dazzling performance wash over you.;670;TED2013;Beardyman;Beatboxer and inventor;The polyphonic me
390;Why do we argue? To out-reason our opponents, prove them wrong, and, most of all, to win! Right? Philosopher Daniel H. Cohen shows how our most common form of argument -- a war in which one person must win and the other must lose -- misses out on the real benefits of engaging in active disagreement.;575;TEDxColbyCollege;Daniel H. Cohen;Philosopher;For argument's sake
180;Good design looks great, yes -- but why shouldn't it also feel great, smell great and sound great? Designer Jinsop Lee (a TED Talent Search winner) shares his theory of 5-sense design, with a handy graph and a few examples. His hope: to inspire you to notice great multisensory experiences.;543;TED2013;Jinsop Lee;Multi-sense designer;Design for all 5 senses
90;"From simple alphabets to secret symbolic languages, graphic designer Saki Mafundikwa celebrates the many forms of written communication across the continent of Africa. He highlights the history and legacy that are embodied in written words and symbols, and urges African designers to draw on these graphic forms for fresh inspiration. It's summed up in his favorite Ghanaian glyph, Sankofa, which means ""return and get it"" -- or ""learn from the past.""";490;TED2013;Saki Mafundikwa;Graphic designer;Ingenuity and elegance in ancient African alphabets
